,Delaware,Wayne,Montgomery,Monroe,Philadelphia,Bucks,Northampton,Pike,Chester,Cumberland,Washington,Allegheny,Lehigh,Luzerne,Beaver,Adams,Berks,Lackawanna,York,Lancaster,Lebanon,Westmoreland,Centre,Erie,Franklin,Potter,Butler,Montour,Columbia,Dauphin,Fayette,Mercer,Schuylkill,Cambria,Armstrong,Bradford,Carbon,Clearfield,Juniata,Somerset,Greene,Lawrence,Lycoming,Warren,Blair,Crawford,Indiana,Susquehanna,Northumberland,Cameron,Clarion,Huntingdon,McKean,Perry,Snyder,Tioga,Mifflin,Venango,Union,Bedford,Unknown,Forest,Clinton,Sullivan,Wyoming,Fulton,Elk,Jefferson
2020-06-09,6789,124,7672,1342,23822,5304,3175,482,3172,683,150,2027,3890,2798,608,275,4236,1587,1094,3554,1086,467,157,396,800,11,249,53,367,1525,95,113,659,60,65,46,253,48,101,39,28,85,168,5,53,31,92,154,211,2,29,236,13,68,57,19,59,16,74,45,,7,61,3,36,16,6,16
2020-06-10,6811,123,7709,1344,23951,5340,3193,483,3198,688,151,2034,3895,2810,610,278,4251,1591,1102,3600,1091,473,158,408,807,12,250,53,368,1541,95,114,664,60,65,46,255,48,102,39,28,87,168,5,53,31,92,155,211,2,30,237,13,68,59,19,59,16,75,45,,7,62,3,36,16,6,16
2020-06-11,6863,125,7754,1346,24107,5365,3202,482,3227,692,151,2055,3907,2813,610,279,4262,1595,1117,3632,1106,474,158,427,827,12,255,55,369,1561,96,114,668,61,65,46,255,49,105,39,30,86,168,5,53,32,92,164,213,2,30,237,13,69,59,20,59,16,79,46,,7,61,3,36,16,6,16
2020-06-12,6894,125,7834,1347,24228,5396,3217,482,3287,709,153,2065,3926,2823,611,284,4281,1598,1141,3682,1140,483,165,439,837,13,256,56,371,1587,95,114,677,62,66,46,257,50,105,39,30,86,168,5,54,35,93,166,219,2,30,237,13,70,59,20,59,17,81,46,,7,61,3,36,16,6,18
2020-06-13,6894,126,7865,1347,24338,5419,3232,482,3287,725,155,2076,3939,2824,611,289,4303,1600,1157,3719,1162,487,167,451,843,13,257,64,376,1606,95,114,681,61,66,47,257,52,107,40,30,87,171,5,55,35,93,169,222,2,31,239,13,71,59,20,59,17,81,46,,7,63,3,36,16,6,18
2020-06-14,6944,126,7898,1347,24338,5428,3240,482,3337,728,155,2079,3953,2830,611,290,4319,1601,1162,3752,1182,490,169,459,842,13,257,64,378,1634,95,114,685,61,66,47,259,55,108,40,30,87,171,5,55,36,93,170,224,2,31,239,13,72,59,20,59,17,83,48,,7,63,3,36,16,6,18
2020-06-15,6978,126,7930,1350,24475,5439,3246,482,3356,738,156,2086,3957,2835,613,296,4324,1602,1169,3777,1190,492,171,468,843,13,257,65,380,1655,95,115,691,61,66,47,259,55,108,41,30,87,171,5,55,36,93,171,228,2,31,239,13,72,60,20,59,17,88,52,,7,64,3,36,16,6,19
2020-06-16,6991,126,7950,1356,24591,5452,3250,485,3387,746,156,2113,3973,2840,613,298,4341,1608,1183,3802,1193,493,177,472,849,13,260,65,385,1674,95,117,696,61,68,47,259,57,108,41,30,87,172,5,55,35,95,172,231,2,31,239,13,73,60,20,60,17,84,53,,7,64,3,36,17,6,19
2020-06-17,7021,126,7990,1357,24655,5466,3255,486,3411,751,158,2113,3978,2841,615,300,4350,1611,1195,3830,1200,498,172,478,852,13,263,67,387,1693,98,117,698,61,68,47,262,57,108,41,30,88,172,5,55,35,95,172,234,2,31,239,13,76,60,20,60,17,83,59,,7,64,3,36,17,6,19
2020-06-18,7037,128,8014,1363,24723,5498,3270,487,3438,758,158,2122,3997,2845,616,304,4359,1611,1209,3867,1210,502,172,497,855,13,263,68,389,1708,100,118,702,61,68,49,262,61,109,42,30,89,172,5,55,35,97,173,252,2,31,239,13,77,61,20,61,17,83,61,,7,65,3,36,17,6,20
2020-06-19,7050,129,8046,1366,24841,5510,3284,487,3479,768,162,2139,4024,2850,619,309,4374,1617,1229,3911,1226,510,176,515,872,13,263,68,390,1725,103,118,703,62,69,49,264,63,109,46,30,90,172,5,56,38,98,178,254,2,31,240,13,79,61,20,61,17,84,63,,7,67,3,36,17,8,20
2020-06-20,7069,130,8076,1370,24841,5535,3304,487,3499,774,165,2159,4072,2861,621,311,4388,1622,1255,3949,1240,519,180,524,876,13,263,68,391,1745,103,118,713,61,69,49,267,66,109,47,33,90,172,5,58,40,98,178,256,2,31,240,13,82,61,20,61,17,85,65,,7,70,3,36,18,8,20
2020-06-21,7084,130,8103,1376,24841,5547,3309,489,3529,786,168,2175,4085,2864,624,314,4407,1622,1296,3999,1251,530,180,532,879,13,268,68,392,1762,104,119,714,61,69,50,267,66,108,47,35,90,173,5,58,40,98,178,271,2,31,240,14,83,61,22,61,17,88,66,,7,70,3,37,18,8,20
2020-06-22,7097,130,8123,1378,25116,5567,3312,489,3557,792,168,2220,4091,2870,625,317,4419,1627,1351,4029,1261,546,184,535,882,13,271,68,397,1810,104,119,715,61,69,50,267,67,108,48,35,92,173,5,58,42,98,178,279,2,31,240,15,83,61,23,61,17,89,66,,7,71,3,37,18,9,20
2020-06-23,7097,131,8159,1379,25335,5580,3327,489,3580,801,171,2239,4109,2873,630,322,4444,1630,1381,4106,1272,552,195,542,891,13,273,68,397,1851,104,119,719,62,70,50,268,70,108,48,35,92,173,5,61,43,98,178,280,2,33,240,15,85,61,23,61,17,89,69,,7,73,3,37,18,9,21
2020-06-24,7127,131,8188,1384,25443,5619,3339,489,3601,809,176,2284,4130,2874,634,321,4453,1638,1400,4152,1278,563,196,551,896,14,277,68,398,1864,104,120,721,62,70,51,271,70,109,49,35,94,175,5,69,48,98,178,281,2,33,242,15,85,61,23,61,17,89,71,,7,73,3,37,18,10,21
2020-06-25,7142,133,8244,1388,25443,5649,3352,489,3620,825,184,2321,4164,2883,637,323,4461,1648,1418,4212,1291,578,197,559,900,14,280,68,399,1893,104,126,730,64,70,51,271,71,109,52,35,99,176,5,69,50,101,178,284,2,33,242,15,85,61,23,61,17,89,72,,7,74,3,37,18,10,21
2020-06-26,7165,138,8301,1391,25693,5676,3360,489,3649,830,187,2382,4187,2891,638,324,4474,1662,1428,4280,1300,587,198,572,902,15,284,69,399,1917,106,130,736,67,72,56,272,72,110,55,35,99,176,5,69,51,101,179,288,2,33,245,15,86,61,23,62,17,90,76,,7,75,3,37,18,12,21
2020-06-27,7165,138,8351,1401,25693,5704,3377,492,3649,833,197,2472,4205,2898,642,327,4487,1680,1443,4326,1309,607,200,582,912,15,291,70,399,1932,110,132,739,73,73,56,273,72,111,57,35,101,176,5,71,53,101,181,294,3,33,245,15,86,63,24,62,18,90,77,,7,75,4,37,18,12,21
2020-06-28,7165,139,8377,1405,25693,5718,3389,493,3658,840,211,2568,4214,2903,648,328,4498,1684,1456,4388,1324,620,201,589,913,15,295,73,399,1942,111,135,740,77,73,56,274,72,111,61,39,102,177,5,71,53,102,181,299,3,35,245,15,86,65,24,62,18,90,81,,7,75,5,37,18,13,21
2020-06-29,7215,139,8413,1409,25991,5729,3407,494,3718,847,216,2651,4220,2906,651,332,4521,1694,1477,4414,1331,640,201,595,915,15,302,73,400,1971,112,136,741,78,73,56,278,72,111,61,39,101,179,5,72,53,104,182,302,3,34,251,15,86,65,25,63,18,92,81,,7,77,5,37,18,13,21
2020-06-30,7248,140,8448,1421,26133,5744,3413,496,3751,852,219,2760,4235,2910,669,339,4527,1703,1515,4442,1342,646,201,607,925,15,307,73,400,2045,116,140,741,80,74,57,278,72,111,61,41,102,182,6,71,53,108,182,304,3,34,252,17,86,66,25,63,18,92,82,,7,78,5,38,18,15,22
2020-07-01,7275,140,8483,1423,26257,5777,3425,496,3775,856,230,2870,4258,2915,678,341,4559,1707,1531,4464,1350,675,205,620,940,16,311,74,403,2059,117,140,747,83,76,58,280,72,111,61,41,103,187,7,72,57,111,182,314,3,35,252,18,86,66,25,63,19,91,87,,7,80,5,38,18,15,24
2020-07-02,7299,140,8514,1428,26400,5801,3441,498,3796,866,244,3103,4280,2927,688,342,4563,1714,1555,4504,1361,711,211,626,950,16,319,75,405,2120,127,142,750,85,77,58,283,75,113,62,41,107,193,7,74,59,112,183,316,3,36,252,18,86,67,25,63,23,93,88,,7,80,6,38,18,15,24
2020-07-03,7299,142,8562,1430,26536,5829,3458,500,3796,871,259,3280,4292,2939,706,344,4569,1719,1577,4530,1375,744,218,642,954,17,330,75,407,2161,132,143,753,90,78,57,284,74,113,63,41,110,196,7,79,62,114,185,320,3,40,254,20,86,67,26,63,23,94,89,,7,80,6,39,18,16,25
2020-07-04,7303,141,8589,1434,26565,5844,3463,502,3800,881,279,3430,4303,2950,720,349,4571,1725,1595,4572,1380,774,224,646,955,17,340,75,408,2174,135,150,754,94,79,57,286,74,113,63,42,114,208,7,81,62,114,185,323,4,42,254,20,86,68,26,64,23,95,89,,7,80,10,39,18,19,28
2020-07-05,7334,141,8610,1436,26565,5883,3471,503,3831,890,295,3557,4311,2956,737,352,4578,1733,1609,4589,1383,801,227,650,956,17,346,76,411,2194,140,154,754,96,78,56,287,74,113,63,44,119,214,7,84,66,114,185,327,4,48,254,20,86,68,27,64,27,95,89,,7,80,10,39,18,20,30
2020-07-06,7393,141,8634,1439,26810,5912,3475,503,3882,894,318,3775,4317,2958,742,352,4581,1734,1613,4602,1383,828,228,661,958,17,356,76,411,2198,147,158,755,98,78,56,287,75,113,64,47,124,214,7,87,70,114,186,327,4,48,254,20,86,68,27,65,27,95,89,,7,81,10,40,18,20,30
2020-07-07,7429,141,8682,1444,26901,5948,3485,504,3906,902,339,3979,4334,2964,770,358,4606,1740,1654,4623,1389,863,230,679,970,17,370,76,412,2220,149,159,759,104,79,59,288,79,114,64,50,129,217,7,89,72,116,190,328,4,48,254,20,88,68,27,66,28,96,90,,7,81,10,40,18,24,30
2020-07-08,7475,141,8718,1451,26969,5967,3500,504,3936,912,356,4209,4354,2967,785,361,4623,1743,1692,4673,1399,896,232,691,984,17,390,76,413,2236,160,159,761,110,79,59,291,82,114,67,52,141,232,7,90,74,119,190,334,4,49,254,20,89,71,27,68,34,98,90,,7,86,10,40,18,28,33
2020-07-09,7496,141,8749,1456,27228,6003,3513,504,3961,922,366,4367,4370,2979,796,366,4647,1749,1714,4711,1404,917,235,699,989,17,396,76,416,2247,163,161,765,113,80,59,293,82,114,69,56,146,234,7,93,76,121,190,339,4,49,254,20,89,72,27,70,35,97,91,,7,91,10,41,19,29,34
2020-07-10,7543,141,8790,1462,27341,6030,3527,504,3998,930,410,4547,4391,2992,809,377,4663,1753,1791,4783,1419,952,239,704,993,17,403,77,417,2268,178,162,769,123,84,59,296,85,114,73,61,159,239,9,99,77,121,192,342,4,60,256,20,90,72,27,70,34,97,92,,7,95,10,42,19,29,37
2020-07-11,7543,141,8828,1470,27367,6064,3546,504,3998,935,430,4762,4424,3002,823,385,4680,1756,1830,4816,1429,975,241,707,997,18,410,77,419,2279,194,166,773,132,84,59,297,85,116,76,67,171,240,9,102,77,141,193,343,4,60,257,20,91,72,29,72,35,98,92,,7,95,10,44,19,29,37
2020-07-12,7548,141,8856,1471,27367,6083,3554,504,4012,947,447,4962,4430,3017,837,396,4692,1761,1850,4844,1441,994,243,712,1003,18,421,79,419,2290,196,169,776,136,86,59,298,90,116,81,70,174,242,10,104,77,150,195,346,4,62,258,20,92,72,29,72,36,99,92,,7,97,10,45,19,29,37
2020-07-13,7569,141,8876,1473,27575,6105,3555,505,4064,951,454,5033,4439,3024,845,398,4700,1764,1858,4851,1448,1010,251,718,1006,18,429,79,420,2296,202,175,776,137,86,59,299,93,116,81,70,197,247,10,105,78,156,196,346,4,63,260,20,94,72,29,74,38,100,92,,7,96,10,47,19,30,39
2020-07-14,7650,141,8907,1474,27723,6137,3558,507,4103,961,465,5364,4450,3025,870,399,4710,1770,1872,4876,1474,1033,253,740,1016,18,444,80,421,2309,213,186,779,137,88,59,301,95,116,84,72,200,249,10,107,80,169,195,351,4,66,260,20,95,74,30,74,46,105,93,,7,96,10,48,19,31,41
2020-07-15,7698,143,8972,1482,27867,6189,3582,508,4153,982,494,5610,4465,3036,884,399,4744,1771,1908,4906,1476,1054,262,747,1019,19,444,81,424,2325,220,203,782,143,94,61,306,96,116,86,75,207,252,11,113,101,168,195,352,5,66,263,20,96,74,31,74,49,108,94,,7,100,10,48,19,31,41
2020-07-16,7744,144,8999,1487,28024,6228,3601,509,4175,985,518,5750,4495,3042,893,409,4763,1777,1942,4951,1481,1089,262,756,1033,19,456,82,427,2342,223,208,792,153,96,61,309,96,116,88,77,209,259,11,118,104,174,195,355,5,67,263,20,96,74,32,76,49,108,95,,7,100,10,48,19,32,41
2020-07-17,7808,148,9060,1488,28159,6284,3614,509,4243,995,535,5990,4519,3047,918,410,4781,1788,1963,4988,1484,1117,270,763,1043,19,465,84,428,2366,235,216,795,163,97,61,315,98,117,91,79,221,263,11,126,105,176,195,360,5,67,266,22,96,75,32,79,52,109,99,,7,101,10,49,19,33,41
2020-07-18,7815,148,9091,1494,28196,6320,3631,511,4245,1008,540,6125,4541,3062,949,412,4798,1796,1975,5019,1489,1135,277,769,1052,19,474,84,428,2400,255,223,813,164,97,62,319,99,117,92,80,225,264,12,129,107,178,195,361,5,68,267,25,96,79,32,81,51,110,100,,7,103,10,51,19,35,46
2020-07-19,7863,148,9148,1499,28196,6353,3643,513,4295,1016,559,6263,4546,3068,958,413,4821,1805,1985,5052,1498,1153,279,781,1061,19,479,84,430,2404,262,231,818,167,114,64,321,99,118,94,84,226,268,13,135,107,179,195,363,5,67,267,25,96,79,32,81,51,111,105,,7,103,10,52,19,37,47
2020-07-20,7950,149,9182,1503,28592,6387,3649,514,4372,1024,580,6435,4564,3071,968,414,4845,1808,2006,5084,1500,1174,288,787,1074,19,481,86,433,2420,272,245,824,172,119,67,324,99,120,94,87,235,274,13,142,109,180,195,364,5,68,269,25,96,81,32,82,51,114,105,,7,104,10,52,19,37,47
2020-07-21,7962,149,9222,1530,28742,6467,3657,515,4422,1046,592,6574,4585,3083,1011,421,4865,1817,2052,5122,1509,1193,294,805,1096,19,508,87,436,2446,279,259,826,181,122,68,330,104,120,97,91,243,276,14,149,112,181,201,365,5,69,271,25,97,82,33,83,53,113,106,,7,104,10,52,19,38,48
2020-07-22,8047,148,9282,1534,28874,6513,3669,517,4459,1058,603,6670,4600,3085,1046,424,4889,1823,2067,5158,1518,1214,299,813,1109,20,513,86,438,2466,288,276,828,182,129,69,335,105,120,100,91,257,279,14,159,114,185,202,366,5,70,272,26,98,85,33,82,53,113,109,,7,105,10,53,19,38,48
2020-07-23,8097,151,9311,1536,29102,6542,3686,517,4517,1066,613,6817,4609,3091,1053,437,4919,1833,2098,5190,1529,1234,304,818,1146,20,519,86,443,2480,294,282,830,191,134,71,336,107,121,105,93,261,282,14,157,114,186,203,369,5,71,273,26,101,85,33,84,53,115,109,,7,105,10,56,20,38,48
2020-07-24,8190,151,9385,1539,29303,6614,3703,519,4580,1090,637,7015,4624,3107,1084,441,4977,1845,2119,5228,1533,1252,306,838,1176,20,535,87,445,2499,301,289,835,205,138,72,342,110,122,106,94,272,290,14,165,117,193,203,375,5,71,276,26,105,86,34,87,53,116,112,,7,107,10,56,20,38,48
2020-07-25,8250,152,9444,1551,29303,6664,3727,521,4586,1106,654,7161,4667,3130,1101,442,5008,1851,2152,5263,1541,1271,313,847,1186,20,544,89,446,2526,307,293,843,215,151,75,345,114,122,106,97,280,292,14,171,118,206,204,379,5,72,279,26,106,87,35,89,53,119,113,,7,107,10,56,21,39,49
2020-07-26,8285,153,9492,1553,29303,6690,3746,523,4608,1119,669,7294,4688,3144,1116,442,5017,1854,2161,5311,1544,1302,356,856,1191,20,556,91,451,2537,311,296,848,219,163,75,352,116,123,106,98,288,294,14,176,118,218,204,381,5,72,285,26,106,87,34,91,55,123,123,,7,110,10,56,21,39,51
2020-07-27,8371,154,9555,1557,29803,6718,3758,523,4709,1142,681,7474,4703,3156,1127,442,5044,1860,2182,5328,1548,1313,357,865,1201,20,562,91,452,2559,314,300,849,221,166,75,352,116,125,112,99,291,299,14,176,118,223,204,381,5,72,286,26,108,87,34,91,55,124,123,,7,110,10,56,21,39,51
2020-07-28,8535,154,9621,1562,29945,6771,3780,524,4780,1165,699,7593,4733,3191,1164,448,5080,1866,2196,5376,1554,1327,365,871,1223,20,577,92,453,2585,336,303,860,232,169,76,354,120,125,113,100,308,301,14,191,118,234,206,390,5,72,287,26,110,90,34,93,59,128,123,,9,110,10,57,21,40,55
2020-07-29,8596,156,9673,1570,30077,6796,3806,524,4796,1180,710,7718,4775,3225,1176,454,5100,1878,2223,5414,1559,1351,370,891,1231,20,586,92,453,2604,352,308,867,235,174,80,356,120,125,114,103,319,306,15,199,120,241,206,398,5,72,287,26,111,92,34,93,60,129,124,,9,112,10,57,22,42,57
2020-07-30,8656,157,9723,1573,30213,6847,3816,524,4836,1189,723,7850,4795,3239,1189,461,5125,1885,2243,5488,1562,1382,353,905,1259,20,593,93,456,2628,363,318,875,239,178,80,356,122,125,117,105,324,314,15,201,122,250,208,400,5,73,287,26,111,92,34,98,60,135,127,,9,113,10,57,22,42,57
2020-07-31,8669,158,9761,1580,30354,6902,3827,524,4885,1203,740,8094,4810,3252,1212,462,5152,1894,2269,5525,1563,1409,357,923,1268,20,597,93,457,2640,387,331,880,250,179,80,356,131,125,120,107,338,325,15,204,124,256,209,401,5,75,287,28,113,93,35,100,62,132,128,,9,113,10,57,22,43,57
2020-08-01,8770,158,9813,1587,30354,6959,3843,524,4885,1219,747,8160,4828,3276,1219,469,5168,1898,2286,5590,1565,1422,354,954,1276,20,600,93,459,2649,403,341,885,259,184,81,359,134,126,124,107,338,332,16,214,126,265,209,401,6,76,288,28,118,94,35,105,62,165,128,,9,115,10,57,22,43,58
2020-08-02,8804,158,9835,1591,30354,6995,3860,525,4890,1225,756,8242,4849,3324,1232,474,5190,1900,2325,5654,1571,1438,357,967,1281,20,602,93,461,2657,408,348,892,267,187,81,360,136,126,124,108,343,337,18,224,127,272,210,403,6,76,288,28,120,97,35,106,62,172,130,,9,115,10,57,24,44,58
2020-08-03,8902,158,9870,1598,30665,7020,3863,526,4965,1230,764,8310,4853,3338,1237,480,5218,1901,2350,5682,1577,1457,358,983,1284,20,605,93,462,2682,414,356,896,274,188,82,360,141,127,125,109,349,339,19,233,132,275,210,407,6,76,290,33,120,98,35,109,62,173,130,,9,115,10,57,24,45,58
2020-08-04,8997,157,9908,1608,30771,7056,3878,526,5014,1239,773,8442,4871,3352,1261,481,5248,1903,2365,5705,1581,1464,359,1025,1294,20,615,94,464,2702,423,364,900,282,192,84,364,142,128,128,110,353,342,20,238,133,279,212,416,6,77,290,33,120,100,36,111,62,191,133,,9,115,10,58,25,46,60
2020-08-05,9078,157,9952,1611,30877,7085,3891,526,5040,1259,785,8512,4887,3377,1269,483,5267,1912,2400,5725,1584,1475,361,1037,1305,20,624,97,468,2723,431,376,905,312,196,85,364,144,128,127,110,359,351,20,241,136,283,212,421,6,77,295,33,120,100,36,113,62,201,134,,9,118,10,58,25,46,61
2020-08-06,9123,157,9983,1614,30986,7118,3902,526,5075,1270,808,8612,4901,3399,1280,490,5302,1916,2444,5756,1591,1484,364,1046,1323,20,637,98,470,2741,465,389,907,322,200,85,367,150,129,127,110,383,354,20,255,138,297,212,427,6,77,296,34,120,101,37,115,63,206,136,,9,118,10,58,26,48,61
2020-08-07,9171,158,10015,1618,31120,7147,3913,526,5102,1276,821,8709,4918,3409,1294,497,5321,1922,2485,5822,1594,1500,368,1058,1328,20,645,100,470,2757,472,404,908,328,204,85,368,156,131,129,112,389,369,22,265,139,309,213,449,6,78,300,34,121,101,37,116,63,216,138,,9,119,10,58,26,48,62
2020-08-08,9171,160,10077,1624,31120,7173,3918,526,5102,1282,829,8796,4934,3438,1312,498,5353,1927,2501,5856,1595,1523,370,1094,1343,20,656,101,471,2774,485,419,909,335,208,85,370,166,132,133,114,390,381,23,274,141,313,214,460,6,78,305,34,123,102,38,120,63,218,141,,10,119,10,60,27,48,68
2020-08-09,9226,160,10121,1634,31120,7197,3928,526,5102,1286,840,8857,4968,3448,1316,518,5382,1932,2572,5923,1610,1537,372,1102,1350,20,661,102,471,2801,494,437,916,336,212,85,372,172,132,134,116,391,391,23,284,144,320,214,466,7,80,308,34,124,104,38,120,63,225,142,,10,120,10,60,27,48,71
2020-08-10,9322,162,10149,1636,31448,7210,3931,526,5157,1300,855,8932,4975,3462,1326,524,5407,1940,2591,5975,1617,1553,372,1110,1368,20,671,102,477,2829,501,442,919,341,216,86,372,174,133,135,116,392,400,23,293,154,322,214,475,7,80,308,34,124,106,38,120,64,238,143,,10,122,10,61,27,49,73
2020-08-11,9392,162,10187,1642,31584,7231,3944,526,5194,1311,862,9008,4992,3477,1332,531,5431,1944,2637,5999,1621,1555,373,1126,1375,20,677,104,478,2850,562,446,922,349,222,90,372,174,133,136,117,392,407,23,298,158,326,215,507,7,81,310,34,124,109,38,120,65,262,143,,10,123,10,61,27,50,73
2020-08-12,9482,162,10219,1650,31725,7275,3956,526,5235,1327,871,9078,5022,3526,1351,535,5470,1946,2680,6028,1626,1573,377,1143,1385,20,695,104,481,2873,582,456,928,351,230,90,377,177,135,138,118,401,411,23,302,162,335,217,513,7,83,309,34,125,112,39,121,67,276,145,,10,124,10,61,27,54,74
2020-08-13,9541,162,10264,1655,31910,7318,3982,527,5264,1339,880,9192,5036,3553,1374,539,5491,1952,2751,6099,1632,1586,380,1163,1393,20,707,106,483,2914,595,468,930,353,237,91,379,182,135,138,121,414,426,22,304,161,343,218,524,8,84,313,34,128,113,40,123,67,276,145,,11,125,10,62,28,54,75
2020-08-14,9593,162,10307,1657,32057,7344,3991,527,5293,1353,891,9282,5047,3576,1382,544,5529,1957,2801,6146,1640,1593,386,1182,1407,21,710,106,483,2940,609,480,938,365,242,92,382,186,137,140,123,420,430,22,317,165,351,219,526,8,84,320,34,132,116,41,122,67,279,150,,12,128,10,63,28,54,75
2020-08-15,9635,162,10361,1663,32186,7382,3999,527,5293,1362,899,9359,5059,3598,1401,547,5563,1960,2854,6182,1644,1609,391,1200,1415,21,712,110,485,2963,613,490,942,370,244,92,386,187,137,142,126,422,440,23,338,166,356,220,537,8,88,327,34,135,118,41,124,68,292,151,,12,128,10,63,28,56,75
2020-08-16,9691,164,10405,1667,32186,7419,4008,528,5298,1369,903,9433,5070,3607,1407,548,5589,1963,2884,6212,1650,1620,392,1211,1416,21,718,112,491,2982,624,493,947,383,242,92,390,194,139,142,126,423,442,23,351,168,358,221,563,8,89,333,34,140,122,41,125,67,306,153,,12,128,10,63,28,56,75
2020-08-17,9770,164,10433,1669,32348,7441,4013,528,5347,1373,910,9504,5073,3621,1410,548,5601,1966,2907,6228,1651,1627,393,1217,1417,21,723,113,492,2995,628,495,950,393,244,93,397,194,139,143,126,429,444,23,354,169,359,221,575,8,90,336,34,145,124,41,126,67,305,154,,12,128,10,63,28,58,78
2020-08-18,9832,165,10479,1670,32432,7458,4014,528,5362,1380,924,9549,5085,3633,1423,548,5645,1967,2929,6260,1653,1640,399,1229,1427,21,729,116,496,3014,631,504,952,402,245,93,406,195,140,143,129,429,452,23,355,172,359,226,586,8,94,340,34,150,128,42,130,68,310,155,,13,128,10,63,28,58,78
2020-08-19,9867,165,10523,1671,32569,7481,4022,529,5417,1394,930,9576,5093,3645,1437,552,5683,1970,2966,6287,1655,1658,406,1245,1432,22,732,116,496,3034,639,504,957,407,250,93,408,201,140,145,129,431,456,23,366,177,374,229,590,8,93,341,34,151,129,42,132,68,322,156,,13,128,10,64,28,60,79
2020-08-20,9950,168,10568,1679,32674,7512,4036,531,5427,1410,941,9676,5103,3651,1447,557,5705,1975,3011,6328,1663,1678,407,1264,1439,22,737,119,499,3063,644,510,962,412,266,94,411,201,142,146,131,433,457,23,376,178,382,235,595,8,95,343,34,154,131,45,132,68,344,157,,13,129,10,64,28,63,80
2020-08-21,9990,169,10607,1686,32791,7535,4049,532,5439,1424,956,9756,5112,3666,1485,561,5743,1981,3038,6393,1663,1696,410,1271,1448,22,740,122,505,3073,653,513,963,416,269,94,411,205,142,151,132,436,467,26,390,181,388,240,602,8,95,346,35,155,134,45,136,69,347,159,,13,129,10,64,28,63,83
2020-08-22,10011,169,10667,1688,32936,7562,4050,533,5439,1437,968,9817,5119,3678,1496,566,5781,1987,3086,6428,1665,1716,415,1283,1457,22,744,123,514,3104,656,518,970,421,276,95,413,207,142,153,133,439,471,25,393,184,396,245,617,8,95,346,35,158,137,45,138,69,354,160,,13,129,10,65,31,64,88
2020-08-23,10045,170,10713,1690,32936,7580,4059,533,5439,1445,976,9903,5128,3690,1501,568,5814,1995,3119,6465,1672,1731,417,1296,1469,24,746,123,521,3122,658,526,971,428,282,95,414,209,143,156,134,441,479,26,403,186,399,246,625,8,95,351,35,160,140,46,138,69,359,161,,13,130,10,65,31,64,93
2020-08-24,10120,171,10755,1694,33054,7607,4066,535,5505,1458,979,9932,5132,3698,1504,570,5847,1999,3136,6479,1677,1740,423,1297,1472,24,745,123,527,3144,661,532,971,430,285,96,416,210,143,156,135,441,484,26,407,190,400,247,631,8,95,350,35,160,142,46,138,69,361,161,,13,130,10,65,31,64,94
2020-08-25,10152,175,10784,1701,33139,7623,4068,535,5527,1469,983,9990,5135,3712,1515,574,5889,2002,3158,6518,1681,1748,427,1305,1483,24,750,124,532,3179,663,534,975,439,291,96,416,212,143,157,135,443,492,26,414,192,404,249,638,8,96,350,35,162,144,46,141,70,359,161,,13,130,10,65,34,64,94
2020-08-26,10188,175,10818,1700,33255,7641,4073,536,5542,1472,994,10004,5139,3720,1526,580,5916,2008,3189,6547,1685,1763,429,1313,1488,24,757,126,546,3197,665,537,976,443,297,96,419,213,146,160,135,445,498,26,422,193,411,252,641,8,96,350,35,165,148,46,146,70,359,162,,14,130,10,65,34,64,95
2020-08-27,10233,175,10871,1704,33343,7666,4080,537,5561,1487,1001,10065,5152,3730,1532,585,5942,2012,3232,6578,1694,1778,433,1321,1493,24,760,126,562,3214,674,539,980,448,301,98,419,215,149,161,135,450,501,26,427,201,412,255,652,8,99,354,36,172,148,46,152,70,359,166,,14,131,10,65,34,64,96
2020-08-28,10279,176,10912,1711,33495,7705,4092,539,5604,1496,1019,10128,5165,3753,1573,599,5980,2027,3269,6623,1705,1789,442,1335,1499,24,767,129,580,3246,681,541,983,450,308,98,420,224,149,162,136,453,505,27,434,203,418,259,659,8,98,357,37,174,151,47,155,70,372,167,,14,132,10,66,34,64,97
2020-08-29,10281,177,10947,1713,33607,7744,4112,542,5604,1516,1036,10211,5184,3768,1597,632,6012,2061,3301,6660,1717,1802,462,1345,1504,24,778,129,598,3274,683,543,988,457,312,99,420,226,149,164,138,454,508,27,443,209,419,264,668,8,98,360,37,174,160,48,159,70,367,168,,14,133,10,66,34,64,97
